Player,Nation,Squad,Position,Age,Minutes,Matches played,Starts,Goals,Assists,Yellow cards,Red cards,Expected: xG,Expected: xAG,Progression: PrgC,Progression: PrgP,Progression: PrgR,Per 90: Gls,Per 90: Ast,Per 90: xG,Per 90: xGA,Performance: GA90,Performance: Save%,Performance: CS%,Penalty Kicks: Save%,Standard: SoT%,Standard: SoT/90,Standard: G/Sh,Standard: Dist,Total: Cmp,Total: Cmp%,Total: TotDist,Short: Cmp%,Medium: Cmp%,Long: Cmp%,Expected: KP,Expected: 1/3,Expected: PPA,Expected: CrsPA,SCA,SCA90,GCA,GCA90,Tackles: Tkl,Tackles: TklW,Challenges: Att,Challenges: Lost,Blocks: Blocks,Blocks: Sh,Blocks: Pass,Blocks: Int,Touches: Touches,Touches: Def Pen,Touches: Def 3rd,Touches: Mid 3rd,Touches Att 3rd,Touches Att Pen,TakeOns: Att,TakeOns: Succ%,TakeOns: Tkld%,Carries: Carries,Carries: PrgDist,Carries: 1/3,Carries: CPA,Carries: Mis,Carries: Dis,Receiving: Rec,Performance: Fls,Performance: Fld,Performance: Off,Performance: Crs,Performance: Recov,Aerials: Won,Aerials: Lost,Aerials: Won%
Aaron Cresswell,ENG,West Ham,DF,35,676,15,8,0,0,2,0,0.1,1.1,4,28,2,0.00,0.00,0.01,N/a,N/a,N/a,N/a,N/a,0.0,0.00,0.00,29.8,415,81.5,3045,91.7,87.4,53.1,7,43,4,1,12,1.60,0,0.00,9,5,N/a,2,9,4,5,8,576,39,227,281,73,1,N/a,N/a,50.0,228,398,7,0,N/a,N/a,353,3,2,0,28,29,7,6,53.8
Aaron Ramsdale,ENG,Southampton,GK,26,"2,430",27,27,0,0,2,0,0.0,0.0,0,0,0,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,715,64.6,15538,99.5,96.2,38.6,0,33,1,0,3,0.11,0,0.00,0,0,N/a,2,0,0,0,2,1189,860,1166,26,0,0,N/a,N/a,N/a,723,2159,0,0,N/a,N/a,646,1,4,0,0,20,5,0,100.0
Aaron Wan-Bissaka,ENG,West Ham,DF,27,"2,884",33,32,2,3,1,0,1.2,3.2,101,132,150,0.06,0.09,0.04,N/a,N/a,N/a,N/a,N/a,31.3,0.16,0.13,15.1,1321,80.5,6928,89.9,81.1,46.0,30,89,32,11,85,2.65,8,0.25,64,45,N/a,7,32,9,23,60,2039,136,628,877,564,44,N/a,N/a,34.3,961,3383,59,13,N/a,N/a,1174,22,25,4,70,163,22,30,42.3
Abdoulaye Doucouré,MLI,Everton,MF,32,"2,425",30,29,3,1,5,1,3.9,2.3,40,78,91,0.11,0.04,0.14,N/a,N/a,N/a,N/a,N/a,31.0,0.33,0.10,13.8,676,79.6,2133,85.1,83.1,72.7,26,44,14,0,54,2.00,2,0.07,45,27,N/a,26,30,6,24,9,1090,31,218,502,385,59,N/a,N/a,46.5,571,1339,24,8,N/a,N/a,705,46,5,10,23,139,29,43,40.3
Abdukodir Khusanov,UZB,Manchester City,DF,21,503,6,6,0,0,1,0,0.0,0.1,1,25,2,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,0.0,0.00,0.00,23.9,360,91.1,1976,94.7,97.0,26.1,2,23,0,0,5,0.89,0,0.00,5,4,N/a,1,5,4,1,3,445,45,205,211,31,1,N/a,N/a,100.0,274,435,1,0,N/a,N/a,332,3,3,0,1,27,6,4,60.0
Abdul Fatawu Issahaku,GHA,Leicester City,FW,21,579,11,6,0,2,0,0,0.4,1.6,42,17,60,0.00,0.31,0.06,N/a,N/a,N/a,N/a,N/a,38.5,0.78,0.00,31.2,123,62.4,601,72.8,76.3,48.5,6,7,7,2,17,2.64,3,0.47,21,15,N/a,8,7,0,7,4,326,19,73,114,157,26,N/a,N/a,40.6,217,1055,24,15,N/a,N/a,216,11,20,2,30,38,14,13,51.9
Adam Armstrong,ENG,Southampton,"FW,MF",28,"1,248",20,15,2,2,4,0,3.3,1.2,25,21,79,0.14,0.14,0.24,N/a,N/a,N/a,N/a,N/a,28.0,0.50,0.08,16.6,231,80.2,446,87.3,85.3,46.2,9,10,8,2,19,1.37,4,0.29,12,3,N/a,11,6,1,5,3,377,11,44,143,192,49,N/a,N/a,57.1,235,599,13,6,N/a,N/a,286,12,5,9,14,23,5,9,35.7
Adam Lallana,ENG,Southampton,MF,36,361,14,5,0,2,4,0,0.2,0.9,6,24,10,0.00,0.50,0.04,N/a,N/a,N/a,N/a,N/a,0.0,0.00,0.00,18.1,221,85.0,980,89.1,91.0,44.4,4,21,9,3,9,2.24,2,0.50,8,5,N/a,10,4,1,3,5,318,19,91,155,73,6,N/a,N/a,41.7,178,366,8,0,N/a,N/a,245,8,8,0,4,19,2,2,50.0
Adam Smith,ENG,Bournemouth,DF,34,"1,409",22,17,0,0,6,0,0.7,0.3,12,40,31,0.00,0.00,0.04,N/a,N/a,N/a,N/a,N/a,0.0,0.00,0.00,16.9,436,75.7,2372,88.0,78.1,37.5,7,41,8,5,20,1.28,2,0.13,21,10,N/a,13,12,5,7,14,707,39,217,332,162,6,N/a,N/a,40.0,305,585,15,0,N/a,N/a,333,15,11,0,30,43,12,13,48.0
Adam Webster,ENG,Brighton,DF,30,617,11,8,0,0,0,0,0.0,0.5,7,40,2,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,100.0,0.15,0.00,15.3,429,85.6,3140,95.5,91.8,50.6,3,32,2,0,10,1.46,3,0.44,8,5,N/a,6,12,9,3,14,569,84,279,271,22,8,N/a,N/a,66.7,326,1142,2,0,N/a,N/a,384,5,2,1,1,20,17,4,81.0
Adam Wharton,ENG,Crystal Palace,MF,20,"1,318",20,16,0,2,2,0,0.4,3.0,14,107,11,0.00,0.14,0.03,N/a,N/a,N/a,N/a,N/a,38.5,0.34,0.00,25.4,548,75.6,3780,82.5,80.1,65.4,26,78,18,5,59,4.03,6,0.41,34,14,N/a,27,11,2,9,20,871,30,204,462,212,11,N/a,N/a,80.0,430,1078,23,2,N/a,N/a,533,12,21,0,39,102,7,16,30.4
Adama Traoré,ESP,Fulham,"FW,MF",29,"1,592",33,16,2,6,3,0,3.9,4.7,89,61,145,0.11,0.34,0.22,N/a,N/a,N/a,N/a,N/a,29.7,0.62,0.05,14.3,386,72.0,1529,81.4,73.4,55.1,38,32,33,18,76,4.30,9,0.51,17,12,N/a,8,7,0,7,1,737,4,75,260,424,88,N/a,N/a,37.6,490,2268,42,33,N/a,N/a,556,20,29,1,92,78,24,26,48.0
Albert Grønbaek,DEN,Southampton,"FW,MF",23,143,4,2,0,0,0,0,0.1,0.0,1,1,3,0.00,0.00,0.07,N/a,N/a,N/a,N/a,N/a,0.0,0.00,0.00,22.4,13,72.2,43,81.8,50.0,N/a,1,2,0,0,2,1.26,0,0.00,4,1,N/a,7,1,1,0,0,38,2,9,14,15,2,N/a,N/a,100.0,18,15,0,1,N/a,N/a,21,0,1,0,1,6,2,0,100.0
Alejandro Garnacho,ARG,Manchester Utd,"MF,FW",20,"2,146",34,23,6,2,3,0,7.2,4.5,139,56,281,0.25,0.08,0.30,N/a,N/a,N/a,N/a,N/a,34.9,1.22,0.07,17.2,635,79.1,1152,88.6,82.9,60.0,35,21,24,4,81,3.40,6,0.25,29,18,N/a,24,19,0,19,13,1132,13,128,360,662,170,N/a,N/a,60.9,819,3176,72,66,N/a,N/a,864,12,41,10,52,108,3,23,11.5
Alex Iwobi,NGA,Fulham,"FW,MF",29,"2,796",35,33,9,6,1,0,4.6,6.9,135,199,224,0.29,0.19,0.15,N/a,N/a,N/a,N/a,N/a,44.4,0.90,0.14,18.2,1057,74.4,5331,85.8,77.7,53.8,56,107,78,17,115,3.70,16,0.52,39,23,N/a,11,25,1,24,13,1724,31,228,691,831,109,N/a,N/a,44.8,1218,4098,102,37,N/a,N/a,1345,17,17,5,120,126,6,31,16.2
Alex McCarthy,ENG,Southampton,GK,35,450,5,5,0,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,117,75.0,1985,95.3,91.8,49.2,0,5,0,0,0,0.00,0,0.00,0,0,N/a,0,0,0,0,0,173,141,173,0,0,0,N/a,N/a,N/a,100,276,0,0,N/a,N/a,88,0,1,0,0,4,2,0,100.0
Alex Palmer,ENG,Ipswich Town,GK,28,990,11,11,0,0,2,0,0.0,0.0,0,1,0,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,241,67.7,5386,95.8,100.0,43.8,1,7,0,0,2,0.18,0,0.00,0,0,N/a,0,0,0,0,0,400,334,393,8,0,0,N/a,N/a,N/a,180,604,0,0,N/a,N/a,132,1,2,0,0,15,4,0,100.0
Alex Scott,ENG,Bournemouth,MF,21,709,18,7,0,0,2,0,0.7,0.8,15,49,33,0.00,0.00,0.08,N/a,N/a,N/a,N/a,N/a,38.5,0.63,0.00,20.0,265,83.1,1298,88.5,91.9,60.6,11,37,4,0,28,3.55,2,0.25,26,13,N/a,22,17,4,13,10,456,22,84,245,133,18,N/a,N/a,50.0,237,640,9,3,N/a,N/a,274,13,26,0,6,50,7,7,50.0
Alexander Isak,SWE,Newcastle Utd,FW,25,"2,577",32,32,23,6,1,0,19.9,4.3,81,80,200,0.80,0.21,0.69,N/a,N/a,N/a,N/a,N/a,42.0,1.29,0.22,14.6,479,74.5,1510,83.8,77.4,63.2,41,33,26,1,89,3.11,14,0.49,12,5,N/a,8,18,2,16,3,960,20,55,361,558,178,N/a,N/a,50.0,574,1782,41,43,N/a,N/a,681,25,13,20,15,55,26,52,33.3
Alexis Mac Allister,ARG,Liverpool,MF,26,"2,575",34,30,5,5,6,0,2.8,4.6,34,174,79,0.17,0.17,0.10,N/a,N/a,N/a,N/a,N/a,34.2,0.45,0.13,18.1,1260,83.5,5698,90.2,88.4,55.7,44,121,34,2,119,4.16,15,0.52,95,58,N/a,49,61,6,55,22,1845,55,280,956,630,60,N/a,N/a,50.0,906,1961,42,5,N/a,N/a,1217,61,40,2,85,146,19,34,35.8
Ali Al Hamadi,IRQ,Ipswich Town,FW,23,134,11,0,0,0,3,0,0.4,0.1,4,3,14,0.00,0.00,0.24,N/a,N/a,N/a,N/a,N/a,0.0,0.00,0.00,15.7,25,83.3,29,87.0,71.4,N/a,2,0,0,0,8,5.37,0,0.00,1,0,N/a,2,0,0,0,0,53,2,6,20,30,9,N/a,N/a,42.9,29,111,3,4,N/a,N/a,36,8,3,1,0,4,5,9,35.7
Alisson,BRA,Liverpool,GK,32,"2,238",25,25,0,0,0,0,0.0,0.6,0,0,0,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,681,83.6,9692,99.0,98.6,48.1,1,11,0,0,6,0.24,1,0.04,1,0,N/a,1,0,0,0,0,860,622,844,16,0,0,N/a,N/a,0.0,550,1284,0,0,N/a,N/a,525,0,2,0,0,42,6,0,100.0
Alphonse Areola,FRA,West Ham,GK,32,"2,080",24,23,0,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,633,69.3,11613,99.3,95.3,42.2,0,10,0,0,3,0.13,0,0.00,2,2,N/a,1,0,0,0,0,967,769,958,10,0,0,N/a,N/a,N/a,553,1201,0,0,N/a,N/a,510,0,0,0,0,27,2,0,100.0
Altay Bayındır,TUR,Manchester Utd,GK,27,180,2,2,0,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,61,55.5,873,100.0,92.1,30.2,0,1,0,0,0,0.00,0,0.00,0,0,N/a,1,0,0,0,0,120,103,118,2,0,0,N/a,N/a,N/a,82,145,0,0,N/a,N/a,77,0,0,0,0,0,1,1,50.0
Amad Diallo,CIV,Manchester Utd,"FW,MF",22,"1,639",23,17,7,6,3,0,4.2,4.0,93,55,163,0.38,0.33,0.23,N/a,N/a,N/a,N/a,N/a,32.6,0.77,0.16,18.0,676,82.9,1915,90.5,85.3,53.1,40,25,30,5,83,4.56,17,0.93,35,28,N/a,11,11,0,11,11,1042,13,154,381,523,112,N/a,N/a,45.5,678,2355,48,54,N/a,N/a,731,19,24,9,38,99,9,15,37.5
Amadou Onana,BEL,Aston Villa,MF,23,"1,378",23,17,3,0,4,0,2.1,0.3,21,60,14,0.20,0.00,0.14,N/a,N/a,N/a,N/a,N/a,35.3,0.39,0.18,14.7,607,88.5,2430,94.3,89.8,73.0,8,56,9,1,27,1.76,4,0.26,47,24,N/a,12,14,6,8,24,858,62,233,506,133,21,N/a,N/a,17.6,468,1293,20,1,N/a,N/a,579,30,24,0,1,66,27,18,60.0
Andreas Pereira,BRA,Fulham,MF,29,"1,879",31,23,2,4,7,0,3.5,4.5,27,99,78,0.10,0.19,0.17,N/a,N/a,N/a,N/a,N/a,22.9,0.38,0.06,22.1,641,68.9,3703,83.6,78.3,41.0,56,64,19,4,101,4.84,8,0.38,22,12,N/a,30,16,2,14,8,1096,17,156,446,511,39,N/a,N/a,27.6,556,1266,35,8,N/a,N/a,648,27,23,1,168,97,12,21,36.4
Andrew Robertson,SCO,Liverpool,DF,31,"2,308",31,27,0,0,3,1,1.0,4.1,58,165,95,0.00,0.00,0.04,N/a,N/a,N/a,N/a,N/a,15.4,0.08,0.00,14.5,1456,83.0,7781,94.1,86.8,46.8,38,144,28,16,75,2.92,3,0.12,38,22,N/a,17,9,4,5,20,1947,86,500,882,578,50,N/a,N/a,55.6,1028,2588,48,6,N/a,N/a,1302,11,8,2,136,91,6,12,33.3
André Onana,CMR,Manchester Utd,GK,29,"2,970",33,33,0,0,0,0,0.0,0.2,0,1,0,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,920,73.1,13211,99.1,99.0,36.3,1,24,0,0,4,0.12,0,0.00,1,1,N/a,2,0,0,0,0,1323,1005,1302,22,0,0,N/a,N/a,N/a,932,2615,0,0,N/a,N/a,810,0,2,0,0,33,6,0,100.0
André,BRA,Wolves,MF,23,"2,249",30,28,0,0,7,0,0.4,0.7,8,95,11,0.00,0.00,0.02,N/a,N/a,N/a,N/a,N/a,11.1,0.04,0.00,25.3,1111,92.8,4913,95.3,95.4,80.0,15,101,4,0,45,1.80,3,0.12,80,48,N/a,25,41,8,33,32,1451,83,395,939,132,3,N/a,N/a,37.0,795,1440,14,0,N/a,N/a,973,34,32,0,0,176,2,6,25.0
Andrés García,ESP,Aston Villa,"DF,MF",22,318,7,5,0,0,0,0,0.0,0.2,26,15,28,0.00,0.00,0.01,N/a,N/a,N/a,N/a,N/a,0.0,0.00,0.00,26.6,174,86.6,577,92.7,90.2,53.8,3,9,8,5,3,0.85,0,0.00,9,5,N/a,4,2,0,2,2,256,8,38,108,112,2,N/a,N/a,66.7,159,673,13,2,N/a,N/a,168,1,0,0,18,15,0,6,0.0
Andy Irving,SCO,West Ham,MF,24,166,10,1,0,0,2,0,0.1,0.2,0,9,4,0.00,0.00,0.06,N/a,N/a,N/a,N/a,N/a,50.0,1.08,0.00,26.2,109,87.9,439,95.3,83.7,100.0,1,14,1,1,5,2.68,0,0.00,7,4,N/a,4,5,1,4,1,150,7,37,89,24,0,N/a,N/a,0.0,73,137,1,0,N/a,N/a,104,6,1,0,2,10,1,1,50.0
Anthony Elanga,SWE,Nott'ham Forest,"FW,MF",23,"2,232",35,28,6,9,1,0,4.2,4.8,87,54,190,0.24,0.36,0.17,N/a,N/a,N/a,N/a,N/a,52.5,0.85,0.15,17.3,479,65.2,2292,82.8,64.1,33.0,44,29,24,7,89,3.59,14,0.57,18,13,N/a,12,11,1,10,6,1000,29,133,290,594,98,N/a,N/a,46.1,527,2268,42,42,N/a,N/a,672,8,36,15,156,84,24,34,41.4
Anthony Gordon,ENG,Newcastle Utd,FW,24,"2,235",31,25,6,5,2,0,8.0,4.9,111,93,197,0.24,0.20,0.32,N/a,N/a,N/a,N/a,N/a,28.6,0.64,0.09,16.8,671,73.3,3422,85.9,78.2,43.2,50,61,52,17,99,3.99,12,0.48,31,17,N/a,22,24,2,22,6,1178,16,115,444,638,123,N/a,N/a,46.9,758,3042,56,55,N/a,N/a,851,19,65,8,122,92,6,7,46.2
Antoine Semenyo,GHA,Bournemouth,FW,25,"2,933",34,33,9,5,9,0,9.3,5.8,133,106,259,0.28,0.15,0.29,N/a,N/a,N/a,N/a,N/a,31.4,1.14,0.08,17.2,737,73.2,2740,84.7,76.5,38.6,45,48,44,8,123,3.77,13,0.40,53,34,N/a,26,59,8,51,10,1503,44,187,526,824,176,N/a,N/a,41.6,904,3409,65,65,N/a,N/a,1041,66,36,14,52,150,61,72,45.9
Antonee Robinson,USA,Fulham,DF,27,"2,989",34,33,0,10,8,0,0.7,4.1,114,123,265,0.00,0.30,0.02,N/a,N/a,N/a,N/a,N/a,12.5,0.06,0.00,22.1,1523,76.6,9482,86.7,79.0,56.4,42,113,54,28,77,2.32,11,0.33,90,57,N/a,45,37,7,30,57,2404,128,765,911,763,67,N/a,N/a,42.3,1278,4057,60,29,N/a,N/a,1440,31,17,6,165,148,45,25,64.3
Antony,BRA,Manchester Utd,"DF,MF",25,141,8,0,0,0,0,0,1.0,0.1,5,6,7,0.00,0.00,0.65,N/a,N/a,N/a,N/a,N/a,50.0,1.91,0.00,15.8,56,81.2,111,88.2,64.3,100.0,3,1,5,2,8,5.11,0,0.00,6,3,N/a,3,2,0,2,2,101,2,22,26,54,8,N/a,N/a,54.5,60,182,6,1,N/a,N/a,69,2,5,0,5,11,0,1,0.0
Antonín Kinský,CZE,Tottenham,GK,22,360,4,4,0,0,0,0,0.0,0.1,1,1,0,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,116,80.0,1686,100.0,96.1,47.9,1,2,0,0,1,0.25,0,0.00,3,1,N/a,0,0,0,0,0,156,134,154,2,0,0,N/a,N/a,N/a,97,267,0,0,N/a,N/a,98,0,0,0,0,4,2,0,100.0
Archie Gray,ENG,Tottenham,"DF,MF",19,"1,481",25,16,0,0,0,0,0.0,0.1,6,34,15,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,100.0,0.06,0.00,24.6,939,88.2,5046,92.3,92.7,59.1,2,39,0,0,5,0.30,0,0.00,13,7,N/a,10,19,10,9,13,1179,139,564,537,88,2,N/a,N/a,36.4,816,1551,5,0,N/a,N/a,881,9,11,0,13,59,10,9,52.6
Arijanet Muric,KVX,Ipswich Town,GK,26,"1,620",18,18,0,0,1,0,0.0,0.0,0,1,0,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,454,71.7,8247,100.0,97.3,40.6,0,14,0,0,1,0.06,0,0.00,0,0,N/a,2,0,0,0,0,689,559,672,18,0,0,N/a,N/a,N/a,405,1178,0,0,N/a,N/a,321,0,4,0,0,26,11,1,91.7
Armando Broja,ALB,Everton,FW,23,334,10,4,0,0,1,0,0.1,0.2,12,2,26,0.00,0.00,0.03,N/a,N/a,N/a,N/a,N/a,0.0,0.00,0.00,17.3,53,72.6,101,77.8,83.3,66.7,4,3,0,0,7,1.89,0,0.00,3,1,N/a,0,3,0,3,1,127,4,14,47,72,18,N/a,N/a,43.8,64,281,8,3,N/a,N/a,94,6,4,3,1,9,18,21,46.2
Armel Bella Kotchap,GER,Southampton,DF,23,331,4,2,0,0,0,0,0.3,0.0,0,5,0,0.00,0.00,0.09,N/a,N/a,N/a,N/a,N/a,0.0,0.00,0.00,9.1,202,90.2,956,98.5,96.7,55.2,0,6,0,0,2,0.54,0,0.00,7,5,N/a,3,2,2,0,5,263,33,147,115,3,1,N/a,N/a,100.0,186,326,0,0,N/a,N/a,192,3,2,0,0,19,6,5,54.5
Ashley Young,ENG,Everton,"DF,FW",39,"1,622",29,17,1,3,6,1,0.3,1.6,20,83,27,0.06,0.17,0.01,N/a,N/a,N/a,N/a,N/a,50.0,0.17,0.17,24.5,610,69.9,5051,88.0,76.0,40.3,19,72,18,9,38,2.11,6,0.33,51,29,N/a,19,10,3,7,23,1043,52,316,452,280,9,N/a,N/a,46.7,415,1214,24,1,N/a,N/a,535,25,18,0,66,61,10,11,47.6
Axel Tuanzebe,COD,Ipswich Town,DF,27,"1,446",19,17,0,1,5,1,0.2,0.3,9,46,8,0.00,0.06,0.01,N/a,N/a,N/a,N/a,N/a,0.0,0.00,0.00,15.7,538,83.0,3189,91.1,81.8,56.1,4,50,3,0,11,0.68,2,0.12,29,17,N/a,8,18,9,9,21,793,89,343,348,108,6,N/a,N/a,60.0,339,727,6,1,N/a,N/a,410,13,11,0,6,43,16,16,50.0
Axel Disasi,FRA,Aston Villa,DF,27,490,7,5,0,0,2,0,0.1,0.4,10,16,5,0.00,0.00,0.02,N/a,N/a,N/a,N/a,N/a,0.0,0.00,0.00,19.5,243,86.8,1517,94.5,89.7,53.3,3,14,3,0,9,1.65,0,0.00,8,5,N/a,4,4,1,3,5,334,32,130,178,29,6,N/a,N/a,40.0,207,621,8,2,N/a,N/a,223,3,2,2,1,15,8,6,57.1
Ayden Heaven,ENG,Manchester Utd,DF,18,95,2,1,0,0,0,0,0.0,0.0,1,2,1,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,40,81.6,185,82.4,88.9,33.3,0,2,0,0,2,1.89,0,0.00,3,3,N/a,0,2,2,0,1,67,21,42,23,3,1,N/a,N/a,0.0,42,122,1,0,N/a,N/a,40,2,3,0,0,4,1,2,33.3
Bart Verbruggen,NED,Brighton,GK,22,"2,970",33,33,0,1,5,0,0.0,0.0,0,2,0,0.00,0.03,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,938,76.9,15102,99.3,98.2,45.9,1,18,1,0,5,0.15,1,0.03,0,0,N/a,3,1,0,1,0,1304,1034,1291,13,0,0,N/a,N/a,0.0,879,1673,1,1,N/a,N/a,836,0,2,0,0,58,10,1,90.9
Ben Brereton,CHI,Southampton,FW,26,449,10,4,0,0,1,0,0.9,0.1,12,9,42,0.00,0.00,0.18,N/a,N/a,N/a,N/a,N/a,9.1,0.20,0.00,17.3,128,77.1,383,87.4,67.9,63.6,3,9,2,1,9,1.80,0,0.00,3,2,N/a,8,2,1,1,0,206,4,19,76,112,20,N/a,N/a,50.0,136,394,13,4,N/a,N/a,171,4,8,1,5,16,9,7,56.3
Ben Chilwell,ENG,Crystal Palace,DF,28,139,6,0,0,0,1,0,0.1,0.2,2,3,10,0.00,0.00,0.05,N/a,N/a,N/a,N/a,N/a,50.0,0.65,0.00,27.6,45,65.2,155,83.9,64.0,11.1,2,4,2,0,3,1.93,0,0.00,4,4,N/a,3,3,1,2,4,98,6,35,43,25,1,N/a,N/a,40.0,39,146,1,0,N/a,N/a,42,2,2,2,3,12,3,3,50.0
Ben Davies,WAL,Tottenham,DF,32,"1,126",14,12,0,0,4,0,0.3,0.2,14,50,6,0.00,0.00,0.02,N/a,N/a,N/a,N/a,N/a,20.0,0.08,0.00,17.0,797,88.0,5958,90.8,94.3,63.1,2,43,2,0,8,0.64,0,0.00,14,10,N/a,7,24,16,8,12,1045,178,549,451,45,12,N/a,N/a,0.0,588,1701,10,0,N/a,N/a,699,14,6,0,4,36,47,38,55.3
Ben Godfrey,ENG,Ipswich Town,DF,27,159,3,2,0,0,1,0,0.0,0.0,2,4,1,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,47,82.5,255,90.9,88.9,N/a,0,5,1,0,1,0.57,0,0.00,1,0,N/a,0,1,1,0,2,68,6,26,33,9,1,N/a,N/a,N/a,33,79,2,0,N/a,N/a,42,1,0,0,0,2,3,0,100.0
Ben Johnson,ENG,Ipswich Town,"DF,FW",25,"1,348",22,14,1,2,5,1,1.1,1.3,16,26,33,0.07,0.13,0.07,N/a,N/a,N/a,N/a,N/a,42.9,0.20,0.14,12.6,296,71.5,2035,86.2,74.8,49.0,12,21,3,2,23,1.54,5,0.33,38,22,N/a,21,22,5,17,13,624,60,245,219,163,12,N/a,N/a,58.3,259,585,12,3,N/a,N/a,290,27,6,1,37,57,19,18,51.4
Ben Mee,ENG,Brentford,DF,35,183,7,2,0,0,2,0,0.0,0.0,3,11,2,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,93,77.5,688,89.5,85.0,40.0,0,10,0,0,0,0.00,0,0.00,2,2,N/a,0,3,3,0,4,138,18,66,62,11,3,N/a,N/a,N/a,78,274,1,1,N/a,N/a,86,5,0,0,0,11,5,5,50.0
Ben White,ENG,Arsenal,DF,27,941,14,10,0,1,2,0,0.4,0.8,11,44,28,0.00,0.10,0.04,N/a,N/a,N/a,N/a,N/a,14.3,0.10,0.00,19.1,449,83.6,2494,92.4,84.6,48.9,7,39,8,1,16,1.53,1,0.10,13,9,N/a,17,9,7,2,15,633,46,183,289,165,20,N/a,N/a,75.0,292,622,11,3,N/a,N/a,375,8,4,1,10,26,15,5,75.0
Benoît Badiashile,FRA,Chelsea,DF,24,334,5,3,0,0,0,0,0.0,0.0,3,17,2,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,273,89.8,1473,93.3,93.8,65.6,0,37,1,0,0,0.00,0,0.00,9,6,N/a,1,2,2,0,6,336,31,138,186,13,0,N/a,N/a,100.0,177,340,5,0,N/a,N/a,247,6,2,0,0,18,8,2,80.0
Bernardo Silva,POR,Manchester City,"MF,FW",30,"2,401",30,26,3,4,7,0,3.2,4.4,94,115,184,0.11,0.15,0.12,N/a,N/a,N/a,N/a,N/a,35.7,0.37,0.11,12.9,1370,87.1,3837,92.2,88.4,66.7,47,75,33,7,83,3.11,8,0.30,52,34,N/a,28,33,7,26,20,1816,48,318,739,777,131,N/a,N/a,42.4,1137,3650,60,31,N/a,N/a,1346,26,29,3,54,93,5,10,33.3
Bernd Leno,GER,Fulham,GK,33,"3,150",35,35,0,1,4,0,0.0,0.1,0,0,0,0.00,0.03,0.00,N/a,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,1060,81.5,15530,99.5,98.9,47.5,2,16,2,0,5,0.14,2,0.06,2,2,N/a,0,1,0,1,0,1364,1097,1354,10,0,0,N/a,N/a,N/a,892,2023,0,0,N/a,N/a,799,0,3,0,0,48,9,0,100.0
Beto,GNB,Everton,FW,27,"1,268",27,12,7,0,2,0,6.6,0.8,12,10,66,0.50,0.00,0.47,N/a,N/a,N/a,N/a,N/a,50.0,1.42,0.18,13.2,124,57.1,185,67.9,50.0,87.5,8,5,4,1,17,1.21,0,0.00,14,6,N/a,3,8,1,7,3,429,22,43,188,204,72,N/a,N/a,43.8,221,390,9,9,N/a,N/a,309,30,18,14,3,30,78,92,45.9
Bilal El Khannouss,MAR,Leicester City,MF,20,"2,003",30,25,2,3,4,0,1.1,4.1,71,119,83,0.09,0.13,0.05,N/a,N/a,N/a,N/a,N/a,21.4,0.27,0.07,22.3,735,75.2,3695,86.1,80.6,57.0,36,83,28,6,66,2.97,5,0.22,46,26,N/a,13,21,4,17,6,1172,17,166,602,416,33,N/a,N/a,37.7,679,1949,42,12,N/a,N/a,788,28,11,1,83,84,19,20,48.7
Billy Gilmour,SCO,Brighton,MF,23,98,2,1,0,0,0,0,0.1,0.0,2,11,2,0.00,0.00,0.07,N/a,N/a,N/a,N/a,N/a,0.0,0.00,0.00,25.5,58,86.6,346,94.7,81.8,57.1,0,12,2,0,3,2.76,0,0.00,3,3,N/a,1,1,0,1,0,73,2,14,46,13,0,N/a,N/a,50.0,44,117,0,0,N/a,N/a,58,2,3,0,1,5,0,0,N/a
